user_id,event_type,dress_id,body_match_score,style_score,final_rating
U2057,Wedding,D4,0.88,0.78,5
U3808,Party,D78,0.68,0.77,4
U4254,Festival,D107,0.94,0.83,4
U974,Reception,D37,0.66,0.83,4
U548,Festival,D148,0.63,0.87,5
U3802,Festival,D114,0.77,0.73,3
U4671,Party,D133,0.68,0.61,5
U1669,College,D122,0.69,0.76,4
U3545,Formal,D21,0.67,0.74,4
U3473,Party,D78,0.86,0.64,5
U944,Festival,D69,0.89,0.87,3
U1462,Formal,D195,0.89,0.91,5
U3405,Formal,D84,0.84,0.69,4
U4209,Festival,D115,0.81,0.99,4
U120,College,D3,0.76,0.94,4
U968,Formal,D6,0.92,0.83,4
U649,Festival,D119,0.64,0.89,4
U263,Festival,D119,0.67,0.89,3
U1344,Festival,D177,0.64,0.8,5
U4499,Festival,D69,0.72,0.6,5
U2561,Reception,D8,0.81,0.87,4
U539,Festival,D183,0.73,0.7,3
U1254,Wedding,D94,0.89,0.73,3
U3432,College,D155,0.72,0.96,4
U1692,Formal,D38,0.62,0.93,5
U3495,Reception,D12,0.81,0.78,4
U2340,Festival,D92,0.75,0.83,5
U732,Festival,D106,0.87,0.86,3
U2184,Wedding,D97,0.78,0.96,3
U123,Festival,D153,0.93,0.6,5
U4987,Festival,D153,0.72,0.77,4
U3166,Reception,D47,0.67,0.74,3
U695,Festival,D153,1.0,0.69,4
U515,Reception,D110,0.99,0.64,3
U877,Festival,D102,0.94,0.86,5
U2937,Wedding,D97,0.61,0.84,5
U4504,Party,D182,0.78,0.89,5
U308,Reception,D188,0.84,0.62,3
U1141,Party,D137,0.82,0.97,3
U2326,College,D33,0.74,0.65,5
U43,Formal,D14,0.89,0.87,4
U2330,Party,D121,0.79,0.69,4
U3010,Formal,D149,0.88,0.87,4
U4483,Festival,D102,0.67,0.99,4
U608,Wedding,D24,0.6,0.64,4
U2557,Reception,D188,0.99,0.94,3
U4074,College,D146,0.63,0.62,3
U4362,Reception,D20,0.6,0.94,3
U4411,Formal,D161,0.88,0.87,5
U1047,Reception,D41,0.6,0.97,4
U3637,Reception,D53,0.96,0.95,4
U3924,Festival,D106,0.73,0.99,5
U3628,Party,D132,0.73,0.67,4
U1847,College,D45,0.61,0.92,4
U724,College,D129,0.6,0.86,5
U394,Party,D85,0.86,0.83,3
U3050,Festival,D119,0.61,0.86,3
U2937,Festival,D178,0.91,0.83,4
U1083,Reception,D50,0.9,0.97,4
U2646,Formal,D14,0.71,0.77,3
U2782,Festival,D117,0.67,0.73,5
U472,Formal,D55,0.93,0.75,5
U4525,Wedding,D198,0.99,0.71,5
U1415,Wedding,D134,0.69,0.85,5
U1880,Festival,D131,0.62,0.88,5
U740,Formal,D89,0.96,0.61,3
U1127,Wedding,D94,0.71,0.94,5
U730,Party,D192,0.65,0.93,5
U1421,Formal,D127,0.91,0.6,3
U2957,Party,D81,0.85,0.94,4
U506,Wedding,D82,0.65,0.95,5
U1406,Party,D109,0.93,0.93,4
U4779,Festival,D62,0.95,0.67,3
U441,Formal,D21,0.95,0.99,5
U3181,Wedding,D90,0.77,0.94,4
U701,Festival,D119,0.95,0.66,5
U3743,Festival,D126,0.74,0.77,5
U1284,Wedding,D150,0.64,0.75,5
U4235,Formal,D195,0.62,0.68,4
U560,Reception,D152,0.98,0.87,4
U2160,Reception,D11,0.92,0.94,4
U1235,Festival,D197,0.63,0.68,3
U4345,Festival,D183,0.64,0.63,3
U330,College,D156,0.67,0.86,5
U1063,Festival,D115,0.88,0.7,5
U4162,Festival,D178,0.68,0.77,5
U1643,Party,D65,0.86,0.83,3
U4343,Festival,D92,0.86,0.6,4
U1217,Festival,D186,0.69,0.64,4
U2832,Wedding,D173,0.95,0.61,4
U2484,Formal,D98,0.99,0.71,4
U3480,Reception,D189,0.91,0.81,4
U3507,Formal,D21,0.8,0.66,5
U1165,Party,D128,1.0,0.62,4
U4388,Formal,D98,0.99,0.69,4
U4114,Party,D165,0.66,0.61,3
U2450,Reception,D60,0.92,0.9,5
U812,Reception,D60,0.96,0.97,3
U4274,Formal,D89,0.95,0.82,4
U3863,College,D3,0.63,0.78,5
U1596,Formal,D143,0.84,0.88,4
U472,Formal,D14,0.96,0.7,3
U822,Party,D78,0.79,0.83,4
U890,Party,D51,0.77,0.84,4
U366,Party,D99,0.73,0.9,4
U3060,Formal,D38,0.94,0.8,5
U4275,Reception,D20,0.95,1.0,5
U2366,Reception,D166,0.76,0.8,4
U2748,College,D91,0.78,0.96,3
U2969,Reception,D57,0.66,0.72,3
U3034,Festival,D88,0.96,0.74,5
U2907,Festival,D62,0.81,0.78,3
U4701,Formal,D75,0.74,0.7,4
U2587,Formal,D55,0.96,0.99,5
U341,College,D155,0.68,0.66,4
U4094,Festival,D88,0.97,0.63,5
U384,Wedding,D118,0.6,0.75,3
U21,College,D156,0.9,0.65,3
U73,Party,D95,0.91,0.8,4
U2733,Formal,D142,0.63,0.97,5
U1394,Wedding,D2,0.67,0.83,3
U545,Wedding,D17,0.79,0.94,3
U2680,Reception,D20,0.62,0.72,4
U2913,Reception,D53,0.87,0.71,4
U2103,Wedding,D167,0.78,0.99,3
U290,Wedding,D196,0.84,0.8,5
U2290,Wedding,D150,0.9,0.68,3
U4773,College,D124,0.68,0.85,5
U359,Festival,D102,0.71,0.73,5
U3738,College,D10,0.72,0.94,3
U4019,Formal,D101,0.88,0.75,5
U1673,Party,D174,0.86,0.87,5
U1031,Formal,D64,0.81,0.67,3
U4086,Formal,D6,0.66,0.89,5
U86,Festival,D126,0.67,0.69,5
U2195,College,D199,0.83,0.99,4
U3926,Formal,D89,0.63,0.99,4
U1183,Festival,D105,0.61,0.92,3
U3932,Festival,D108,0.99,0.72,3
U4573,Wedding,D59,0.77,0.97,3
U4085,Wedding,D94,0.62,0.97,5
U166,Wedding,D28,0.61,0.76,5
U1854,Party,D128,0.93,0.85,5
U2561,Reception,D53,0.97,0.95,3
U3519,Reception,D87,0.75,0.8,3
U2663,College,D68,0.62,1.0,4
U2339,Party,D174,0.61,1.0,3
U1164,Wedding,D24,0.62,0.63,3
U1136,Party,D42,0.85,0.94,3
U4779,Festival,D62,0.71,0.61,3
U3183,Party,D109,0.74,0.74,4
U1714,College,D70,0.67,0.63,3
U4782,Wedding,D196,0.71,0.99,3
U3650,Party,D133,0.85,0.96,3
U4083,Formal,D159,0.65,0.83,4
U4280,Formal,D64,0.94,0.89,3
U964,Party,D76,0.77,0.94,4
U2637,Formal,D171,0.91,0.77,3
U4167,Party,D182,0.8,0.66,4
U2247,Festival,D131,0.89,0.71,3
U3099,Wedding,D86,0.83,0.74,5
U2422,Festival,D114,0.97,0.94,3
U340,Party,D191,0.82,0.74,5
U396,Reception,D80,0.76,0.94,4
U709,Party,D180,0.62,0.87,5
U1005,College,D16,0.63,0.8,4
U2516,College,D130,0.67,0.97,3
U164,Formal,D48,0.62,0.73,4
U4928,College,D91,0.81,0.97,4
U655,College,D122,0.94,0.9,4
U2079,Reception,D36,0.61,0.64,3
U571,College,D172,0.7,0.86,5
U4417,Wedding,D150,0.82,0.98,4
U2868,Formal,D22,0.7,0.98,3
U4758,Formal,D96,0.62,0.91,5
U1438,Reception,D120,0.98,0.8,3
U3316,Party,D151,0.82,0.64,5
U3055,Formal,D6,0.63,0.76,5
U576,Party,D192,0.92,0.81,4
U4602,College,D116,0.76,0.89,4
U4077,Wedding,D167,0.68,0.86,5
U4622,Wedding,D29,0.95,0.99,5
U2257,Reception,D100,0.8,0.96,4
U3645,Formal,D14,0.76,0.97,3
U3622,Formal,D7,0.82,0.68,5
U2614,Reception,D31,0.91,0.67,4
U4371,Reception,D47,0.98,0.88,4
U1022,Party,D81,0.97,0.6,4
U1709,Party,D51,0.61,0.92,5
U2427,Reception,D187,0.78,0.79,3
U2360,Festival,D115,0.61,0.94,4
U2237,Party,D81,0.89,0.94,3
U3508,College,D16,0.76,0.86,3
U2314,Formal,D67,0.86,0.68,5
U1161,Party,D51,0.79,0.81,3
U798,Party,D42,0.7,0.85,5
U3649,Party,D158,0.94,0.63,5
U1817,Formal,D143,0.9,0.71,5
U2095,Festival,D34,0.61,0.93,3
U3870,College,D146,0.83,0.95,4
U2119,Wedding,D170,0.85,0.87,4
U2862,Reception,D20,0.66,0.86,5
U2922,Wedding,D4,0.8,0.88,4
U4065,Reception,D181,0.99,0.88,5
U2375,Reception,D36,0.61,0.97,5
U4751,Party,D54,0.9,0.93,5
U2356,Reception,D44,0.86,0.88,4
U4245,Party,D1,0.98,0.96,5
U3433,College,D122,0.84,0.93,3
U492,Wedding,D29,0.86,0.82,5
U2404,Formal,D143,0.66,0.81,5
U2857,Formal,D104,0.89,0.87,5
U4712,Festival,D178,0.97,0.74,3
U3818,Formal,D159,0.95,0.9,3
U2465,Reception,D110,0.81,0.86,3
U3739,Festival,D69,0.72,0.9,4
U740,Wedding,D24,0.66,0.89,4
U2997,Formal,D18,0.72,1.0,3
U2216,Wedding,D86,0.86,0.92,3
U2,College,D129,0.89,0.85,4
U4758,Party,D180,0.94,0.95,4
U4049,Formal,D143,0.7,0.95,4
U3133,Festival,D138,0.85,0.73,5
U1415,College,D19,0.98,0.7,4
U755,Wedding,D170,0.79,0.83,5
U554,Formal,D21,0.72,0.62,3
U1796,Festival,D177,0.73,0.81,3
U4094,Wedding,D150,0.75,0.74,5
U4779,Reception,D152,0.6,0.75,5
U3708,Formal,D195,0.81,0.78,5
U2360,College,D124,0.65,0.87,5
U1499,Formal,D142,0.95,0.95,5
U259,Reception,D166,0.79,0.66,3
U1717,Reception,D181,0.96,0.66,3
U1935,College,D130,0.63,0.61,5
U4396,Wedding,D167,0.7,0.75,5
U3343,Reception,D166,0.94,0.79,4
U218,Wedding,D140,0.87,0.61,3
U4820,College,D13,0.9,0.75,5
U1275,Festival,D107,0.98,0.99,4
U374,College,D129,0.61,0.93,3
U4090,Reception,D200,0.87,0.85,3
U2108,Wedding,D26,0.78,0.93,4
U1342,Wedding,D150,0.81,0.91,3
U397,Formal,D164,0.75,0.95,3
U1039,Reception,D57,0.7,0.73,5
U348,Reception,D188,0.78,0.92,4
U2247,Formal,D64,0.94,0.67,5
U201,Wedding,D198,0.8,0.65,4
U553,Wedding,D154,0.75,0.77,4
U3703,Festival,D117,0.91,1.0,3
U363,Formal,D145,0.69,0.77,4
U4488,Party,D42,0.99,0.63,5
U2479,Festival,D108,0.68,0.81,5
U2674,Formal,D98,0.6,0.63,4
U1580,Festival,D117,0.63,0.99,3
U4239,Reception,D187,0.62,0.87,4
U3991,Wedding,D59,0.94,0.76,3
U3793,Wedding,D167,0.69,0.88,4
U3171,Party,D109,0.74,0.96,3
U561,Reception,D189,0.78,0.8,5
U3609,Reception,D136,0.8,0.77,3
U1548,Formal,D21,0.93,0.76,3
U3478,Wedding,D160,0.79,0.94,5
U3569,Wedding,D167,0.62,0.94,3
U1818,Festival,D177,0.85,0.89,3
U441,Wedding,D90,0.69,0.92,5
U2810,College,D13,0.96,0.89,4
U2501,Festival,D153,0.7,0.91,4
U153,Formal,D27,0.63,0.68,5
U1121,College,D129,0.88,0.88,3
U289,Formal,D142,0.8,0.84,3
U3859,Festival,D126,0.81,0.8,4
U21,College,D91,0.69,0.63,5
U3822,Wedding,D150,0.94,0.66,4
U491,Reception,D87,0.86,1.0,5
U399,Festival,D25,0.87,0.63,3
U917,Formal,D27,0.81,0.82,3
U2850,Festival,D108,0.85,0.99,5
U3003,Wedding,D28,0.81,0.95,3
U1984,Formal,D161,0.97,0.69,3
U3032,Reception,D80,0.84,0.81,4
U4483,College,D13,0.79,0.91,4
U2371,College,D168,0.98,0.7,4
U3998,Festival,D183,0.82,0.7,4
U947,Formal,D55,0.84,0.74,3
U4760,Formal,D164,0.99,0.79,5
U3575,College,D194,0.65,0.94,4
U2319,Festival,D115,0.62,0.73,3
U2747,College,D70,0.92,0.79,4
U1731,Reception,D44,0.71,0.92,3
U1640,Party,D174,0.8,0.92,5
U2996,Party,D51,0.6,0.86,4
U2728,Reception,D5,0.62,0.97,4
U108,Formal,D144,0.75,0.65,5
U2974,Party,D81,0.85,0.85,4
U502,Wedding,D140,0.65,0.65,3
U4071,Reception,D58,0.99,0.9,5
U4670,Party,D56,0.8,0.98,5
U2535,Reception,D5,0.77,0.67,3
U4172,Reception,D87,0.75,0.78,4
U2645,Wedding,D17,0.66,0.9,4
U2897,Reception,D110,0.66,0.78,4
U1343,Reception,D120,0.89,0.82,4
U4742,Wedding,D196,0.88,0.73,3
U1386,Reception,D36,0.81,0.91,4
U1829,Formal,D96,1.0,0.68,4
U2836,Wedding,D140,0.7,0.61,3
U2023,Reception,D136,0.83,0.64,4
U2773,College,D33,0.79,0.85,4
U1097,Wedding,D28,0.73,0.83,4
U95,Party,D76,0.93,0.95,5
U3649,College,D3,0.61,0.71,5
U60,Wedding,D160,0.82,0.72,4
U3589,Wedding,D196,0.74,0.65,3
U141,Formal,D73,1.0,0.94,5
U4893,Party,D54,0.79,0.84,3
U1718,Wedding,D163,0.65,0.65,4
U4114,Formal,D71,0.87,0.91,4
U4900,Party,D76,0.99,0.93,3
U3073,Party,D65,0.94,0.68,4
U4271,Festival,D148,0.85,0.82,5
U4700,Wedding,D196,0.78,0.76,4
U1104,Festival,D117,0.98,0.94,4
U2320,Formal,D21,0.95,0.65,5
U2870,Reception,D187,0.91,0.96,4
U2702,Formal,D14,0.91,0.93,5
U3621,Wedding,D83,0.88,0.6,5
U2462,Reception,D87,1.0,0.99,3
U4171,College,D91,0.94,0.9,5
U255,Formal,D74,0.89,0.94,5
U379,College,D199,0.9,0.9,5
U4931,Formal,D195,0.82,0.96,4
U2511,Party,D54,0.86,0.9,5
U314,College,D93,0.86,0.93,4
U1961,Formal,D14,0.67,0.73,5
U2309,Festival,D108,0.89,0.83,3
U2402,Wedding,D97,0.99,0.74,4
U4737,Wedding,D157,0.65,0.95,4
U3858,Wedding,D86,0.99,0.84,5
U876,College,D16,0.83,1.0,5
U2334,Wedding,D157,0.62,0.77,4
U3337,College,D168,0.77,0.72,4
U4740,College,D172,0.98,0.8,3
U4817,Wedding,D170,0.7,0.86,5
U3714,Reception,D120,0.93,0.62,3
U3724,Festival,D119,0.7,0.81,5
U3809,Formal,D145,0.74,0.61,3
U2790,Reception,D57,0.88,0.89,3
U88,College,D129,0.95,0.71,4
U4943,Festival,D102,0.9,0.67,3
U1457,Wedding,D150,0.93,0.86,5
U3413,Wedding,D154,0.83,0.94,3
U1884,Formal,D195,0.75,0.81,4
U4820,Formal,D179,0.75,0.67,4
U4825,Festival,D186,0.61,0.78,3
U4466,Party,D85,0.96,0.93,3
U1889,Wedding,D160,0.8,0.96,5
U1518,Wedding,D4,1.0,0.71,5
U2355,Formal,D125,0.64,0.67,5
U3916,College,D10,0.68,0.63,5
U3832,Party,D158,0.66,0.87,3
U2094,Formal,D149,0.85,0.94,4
U797,College,D146,0.67,0.79,4
U447,College,D130,0.85,0.88,4
U1516,College,D33,0.86,0.77,3
U3035,Festival,D106,0.81,0.63,5
U340,Festival,D43,0.68,0.64,4
U4134,Festival,D107,0.95,0.93,5
U3203,Party,D51,0.75,0.75,3
U1771,Party,D95,0.74,0.78,4
U4400,Festival,D153,0.66,0.62,5
U4196,Reception,D87,0.69,0.84,3
U3194,College,D130,0.79,0.99,5
U4235,Party,D121,0.83,0.93,4
U160,Reception,D200,0.87,0.74,3
U1751,Formal,D147,0.6,0.73,4
U3265,College,D13,0.66,0.64,5
U4482,Wedding,D97,0.68,0.72,3
U1077,Wedding,D59,0.62,0.68,4
U543,Festival,D119,0.6,0.78,4
U1276,College,D172,0.78,0.94,3
U201,College,D155,0.96,0.62,3
U3118,College,D129,0.91,0.75,5
U3028,Formal,D184,0.61,0.62,4
U2914,Party,D180,0.74,0.98,4
U889,Wedding,D157,0.92,0.71,4
U4252,Formal,D123,0.75,0.96,3
U1656,College,D63,0.67,0.8,3
U3099,Wedding,D154,0.75,0.77,4
U3310,Formal,D185,0.65,0.67,5
U148,Reception,D166,0.68,0.72,5
U1983,Formal,D6,0.7,0.72,3
U2127,Festival,D178,0.8,0.66,5
U449,College,D146,0.89,0.66,3
U4090,Reception,D181,0.98,0.68,3
U4920,Reception,D15,0.63,0.75,5
U199,College,D156,0.66,0.81,4
U3342,Party,D109,0.79,0.7,5
U845,Festival,D115,0.81,0.95,3
U300,Party,D128,0.91,0.7,5
U2089,Festival,D153,0.69,0.68,4
U3224,Reception,D53,0.77,0.61,4
U2529,Reception,D166,0.79,0.85,4
U162,Party,D121,0.98,0.96,3
U751,Wedding,D154,0.72,0.73,5
U1621,Party,D32,0.66,0.83,4
U937,Formal,D75,0.83,0.69,3
U3898,Reception,D166,0.61,0.7,5
U4659,Party,D99,0.97,0.62,3
U32,Wedding,D176,0.84,0.96,4
U738,Formal,D144,0.8,0.96,4
U1318,Reception,D37,0.7,0.77,4
U3178,Formal,D147,0.66,0.62,4
U3211,Party,D135,0.98,0.62,5
U1178,Party,D113,0.88,0.95,3
U568,Formal,D96,0.97,0.64,4
U1292,Festival,D106,0.94,0.66,4
U1853,Formal,D98,0.9,0.66,3
U4450,Wedding,D94,0.9,0.84,4
U1947,Reception,D141,0.78,0.86,4
U3015,Reception,D36,0.89,0.73,3
U3028,Festival,D186,0.93,1.0,5
U208,College,D155,0.89,0.95,5
U2533,Party,D135,0.97,0.8,3
U4098,Wedding,D82,0.77,0.95,3
U1177,Festival,D183,0.84,0.82,5
U1686,Festival,D34,0.76,0.66,4
U1490,Reception,D50,0.65,0.6,5
U4167,Wedding,D30,0.86,0.77,3
U970,Festival,D111,0.81,0.8,3
U3448,Reception,D41,1.0,0.61,5
U3747,Reception,D41,0.87,0.63,4
U3082,Reception,D12,0.68,0.81,4
U3119,Reception,D11,0.83,0.6,4
U4815,Party,D137,0.87,0.78,3
U4926,Festival,D106,0.86,0.64,4
U800,Party,D158,0.61,0.86,4
U4732,Formal,D38,0.66,0.88,4
U457,Wedding,D94,0.64,0.92,3
U2355,Formal,D184,0.92,0.64,4
U2579,Party,D191,0.96,0.65,4
U3989,Festival,D111,0.9,0.72,5
U1731,Wedding,D118,0.74,0.73,5
U2205,College,D63,0.68,0.71,4
U1850,Party,D133,0.66,0.68,3
U4549,Wedding,D167,0.75,0.69,4
U4776,Party,D40,0.79,0.73,3
U2085,Reception,D46,0.84,0.89,3
U385,Formal,D179,0.7,0.99,3
U4153,Festival,D62,0.92,0.83,3
U4110,Reception,D187,0.64,0.91,4
U2657,Formal,D27,0.71,0.62,3
U4677,Festival,D177,0.99,0.8,4
U1425,Festival,D107,0.63,0.89,5
U2118,Festival,D197,0.78,0.62,4
U3686,Formal,D143,0.77,0.7,5
U4715,Festival,D88,0.99,0.99,4
U462,Festival,D119,0.72,0.83,5
U751,Festival,D119,0.72,0.83,5
U3414,College,D93,0.62,0.75,5
U888,Formal,D149,0.77,0.7,3
U4982,Festival,D111,0.94,0.64,5
U2183,Reception,D152,0.65,0.7,4
U1608,Formal,D159,0.67,0.81,5
U2272,Reception,D12,0.78,0.71,5
U1768,Party,D192,0.64,0.74,3
U97,Festival,D66,0.67,0.92,5
U2764,Festival,D183,0.64,0.82,4
U842,Festival,D131,0.8,0.63,3
U1042,Formal,D73,0.79,0.61,3
U296,Formal,D74,0.9,0.85,3
U591,Festival,D119,0.63,0.78,3
U185,College,D124,0.68,0.68,4
U955,Reception,D152,0.62,0.84,4
U3648,Wedding,D118,0.91,1.0,5
U2227,Formal,D6,0.91,0.88,3
U1123,Party,D76,0.73,0.89,5
U1392,Festival,D49,0.67,0.65,4
U2029,College,D91,0.72,0.87,4
U48,Party,D135,0.62,0.73,3
U3903,Party,D133,0.74,0.66,3
U4750,Reception,D15,0.99,0.7,4
U4652,Festival,D88,0.67,0.75,3
U200,Wedding,D23,0.81,0.97,5
U1177,Party,D81,0.79,0.98,4
U322,Reception,D181,0.7,0.66,4
U619,Wedding,D23,0.68,0.63,3
U2739,Wedding,D94,0.98,0.88,3
U2241,Wedding,D118,0.73,0.89,3
U1179,Reception,D193,0.7,0.76,5
U2093,Party,D54,0.98,0.86,5
U3363,Party,D191,0.95,0.81,3
U2774,Reception,D58,0.9,0.9,5
U2432,Festival,D105,0.74,0.66,4
U4645,Reception,D15,0.64,0.85,5
U3355,College,D146,0.83,0.88,4
U3804,Party,D78,0.96,0.66,5
U3664,Formal,D73,0.91,0.86,5
U355,College,D130,0.87,0.89,4
U3880,Party,D99,0.83,0.76,3
U1876,Festival,D25,0.8,0.81,3
U3313,Formal,D74,0.8,0.85,4
U1745,Formal,D98,1.0,0.84,4
U4309,Festival,D43,0.71,0.68,3
U788,Formal,D67,0.64,0.89,5
U595,Formal,D67,0.65,0.77,5
U4875,Festival,D153,0.68,0.71,5
U1339,Festival,D92,0.62,0.65,3
U2371,Formal,D143,0.73,0.87,5
U694,Formal,D89,0.96,0.64,5
U1537,Reception,D44,0.96,0.9,5
U2575,College,D70,0.67,0.78,3
U4925,Party,D99,0.65,0.98,5
U957,Reception,D50,0.89,0.87,5
U3311,Formal,D127,0.61,0.8,3
U1811,Festival,D52,0.85,1.0,5
U1349,Formal,D142,0.8,0.69,5
U599,Reception,D47,0.97,0.64,4
U3255,Formal,D145,0.95,0.71,3
U2439,Formal,D149,0.74,0.62,5
U2643,Wedding,D163,0.98,0.95,3
U1277,Wedding,D167,0.79,0.85,4
U3577,Wedding,D30,0.7,0.72,3
U3049,Formal,D143,0.63,0.95,4
U1954,Wedding,D112,0.65,0.62,4
U3680,Formal,D75,0.96,0.7,3
U3301,Formal,D7,0.97,0.7,5
U15,Festival,D186,0.96,0.78,5
U3983,Party,D133,0.71,0.67,4
U2757,Reception,D44,0.98,0.82,3
U3738,Formal,D6,0.99,0.6,3
U1720,Party,D109,0.78,0.8,5
U505,Formal,D64,0.77,0.68,4
U2438,Reception,D50,0.84,0.62,3
U2342,Party,D99,0.73,0.63,5
U4370,Wedding,D160,0.67,0.87,5
U2915,Festival,D117,0.89,0.92,4
U4708,Festival,D178,0.79,0.78,5
U3805,Wedding,D140,0.62,0.86,5
U3224,College,D16,0.97,0.8,4
U3673,Festival,D183,0.99,0.79,4
U2058,College,D172,0.86,0.97,5
U2455,College,D68,0.98,0.89,3
U1374,Wedding,D170,0.83,0.8,3
U2345,Reception,D103,0.96,0.88,5
U2010,Reception,D136,0.78,0.69,3
U3401,Wedding,D28,0.72,0.65,4
U3936,Party,D56,0.69,0.68,5
U3429,College,D70,0.92,0.71,5
U2357,Reception,D200,0.66,0.98,4
U3846,Reception,D152,0.89,0.89,3
U2495,Formal,D159,0.7,0.88,3
U2172,Formal,D164,0.73,0.63,5
U1209,Formal,D7,0.98,0.88,4
U3526,Formal,D142,0.63,0.76,5
U4181,Formal,D98,0.82,0.71,5
U3989,Party,D51,0.68,0.87,5
U1279,Formal,D89,0.82,0.73,3
U1271,Party,D65,0.93,0.71,3
U4081,Wedding,D160,0.8,0.92,4
U1296,Wedding,D97,0.76,0.86,3
U589,Festival,D107,0.81,0.89,5
U978,Festival,D115,0.82,0.7,5
U2970,Festival,D107,0.97,0.94,5
U4935,Festival,D49,0.72,0.76,3
U2940,Wedding,D97,0.8,0.8,4
U1391,College,D172,0.82,0.73,4
U230,Formal,D147,1.0,0.71,4
U3018,Festival,D183,0.64,0.91,3
U2920,Reception,D110,0.89,0.96,5
U3037,Party,D137,0.77,0.9,4
U2643,Formal,D71,0.83,0.95,5
U315,Reception,D47,0.97,0.96,3
U2101,Party,D99,0.79,0.92,4
U3046,Wedding,D170,0.68,0.97,4
U4806,Formal,D75,0.9,0.72,3
U502,College,D172,0.68,0.69,3
U1209,Party,D192,0.65,0.8,3
U92,Formal,D18,0.6,0.79,5
U4378,Reception,D50,0.8,0.81,3
U4238,Wedding,D94,0.75,0.91,3
U2288,Wedding,D23,0.67,0.9,3
U3165,Formal,D67,0.69,0.79,5
U2350,Wedding,D112,0.63,1.0,4
U3492,Party,D56,0.96,0.84,3
U4855,Reception,D50,0.77,0.67,5
U3427,Wedding,D2,0.87,0.68,5
U743,Festival,D114,1.0,0.66,3
U246,Formal,D64,0.79,0.67,5
U3841,Reception,D139,0.97,0.77,5
U4870,Formal,D185,0.84,1.0,3
U4592,Festival,D62,0.76,0.75,4
U261,Reception,D189,0.99,0.77,5
U4171,Reception,D41,0.82,0.99,3
U3883,Party,D182,0.89,1.0,3
U3095,Wedding,D173,0.64,0.73,5
U4304,Festival,D49,0.62,0.91,4
U1598,Festival,D177,0.93,0.65,3
U3616,Reception,D8,0.93,0.64,5
U2354,Reception,D46,0.89,0.94,4
U434,Reception,D181,0.83,0.82,4
U2600,Party,D76,0.62,0.91,5
U3417,Reception,D188,0.65,0.63,4
U3074,Reception,D200,0.98,0.95,5
U4775,College,D45,0.91,0.86,3
U1956,Party,D135,0.93,0.78,5
U3671,Reception,D87,0.6,0.94,3
U4353,Reception,D103,0.76,0.7,3
U335,Wedding,D160,0.87,0.89,4
U4529,College,D172,0.91,0.95,5
U4829,Festival,D186,0.72,0.95,3
U3981,Wedding,D173,0.98,0.63,3
U1998,Formal,D179,0.83,0.75,5
U4299,Wedding,D175,0.92,0.62,4
U4531,Wedding,D82,0.64,0.81,4
U934,Wedding,D173,0.61,0.89,5
U4035,Formal,D147,0.75,0.78,3
U607,Formal,D6,0.87,0.8,3
U2790,Formal,D96,0.96,0.82,3
U3643,Formal,D123,0.91,0.74,3
U3604,Reception,D36,0.98,0.83,3
U370,Reception,D57,0.65,0.95,5
U4847,Wedding,D198,0.98,0.65,5
U2127,Reception,D181,0.85,0.71,4
U393,Party,D40,0.84,0.62,3
U1552,Party,D137,0.78,0.95,4
U1179,Wedding,D160,0.75,0.7,3
U787,Festival,D49,0.66,0.6,3
U4993,College,D45,0.91,0.8,3
U4187,Wedding,D154,0.67,0.88,4
U1181,College,D61,0.85,0.68,3
U3614,Reception,D200,0.72,0.85,5
U3576,Wedding,D157,0.73,0.62,3
U410,Reception,D36,0.74,0.69,5
U2597,College,D63,0.73,0.77,3
U3467,Formal,D27,0.67,0.74,3
U2608,Formal,D149,0.84,0.79,3
U3026,Formal,D147,0.65,0.61,4
U4161,Party,D180,0.74,0.92,3
U4624,College,D156,0.91,0.72,3
U1748,Party,D137,0.95,0.99,3
U1357,Reception,D57,0.92,0.95,5
U486,Formal,D77,0.65,0.88,5
U503,Formal,D14,0.61,0.96,4
U4052,Festival,D69,0.79,0.62,4
U4483,Formal,D14,0.61,0.77,4
U890,Festival,D177,0.81,0.64,3
U2886,Festival,D106,0.62,0.8,4
U3476,Reception,D8,0.72,0.62,3
U1141,Wedding,D140,0.65,0.89,3
U430,Party,D1,0.72,0.65,3
U4077,Formal,D55,0.97,0.73,3
U2544,Party,D56,0.86,0.86,4
U4728,Wedding,D198,0.84,0.85,5
U3283,Party,D65,0.66,0.67,4
U185,Formal,D55,0.69,0.85,5
U1118,Wedding,D83,0.85,0.71,5
U2076,Reception,D110,0.65,0.96,5
U3895,Festival,D177,0.92,0.99,3
U1913,Formal,D101,0.93,0.79,4
U3860,Reception,D50,0.63,0.81,5
U2143,Wedding,D30,0.98,1.0,3
U3928,Wedding,D23,0.84,0.98,5
U4368,Party,D85,0.95,0.88,3
U8,Reception,D53,0.71,0.96,4
U200,Formal,D21,0.66,0.65,4
U827,Reception,D15,0.67,0.96,4
U1212,Wedding,D2,0.66,1.0,3
U606,Festival,D43,0.93,0.76,3
U2124,Party,D51,0.6,0.72,4
U1413,Reception,D87,0.82,0.86,5
U1497,Party,D109,0.95,0.66,5
U807,College,D116,0.79,0.83,4
U1006,Party,D174,0.72,0.88,5
U617,Reception,D36,0.62,0.79,4
U3152,Festival,D115,0.81,0.6,5
U1269,Wedding,D23,0.68,0.76,3
U4841,Formal,D6,0.92,0.84,4
